ticket_id,created_at,created_timestamp,status,first_solved_at,ticket_brand,ticket_channel,ticket_form,ticket_group,ticket_priority,ticket_type,submitter_role,requester_organization,is_one_touch_resolution,is_two_touch_resolution,is_multi_touch_resolution,first_assignment_to_resolution_calendar_minutes,requester_wait_time_in_calendar_minutes,ticket_satisfaction_score,first_reply_time_calendar_minutes,last_assignment_to_resolution_calendar_minutes,final_resolution_calendar_minutes,assignee_name
151537,2023-07-06 19:42:15.000000,2023-07-06 19:42:15.000000,closed,2023-07-26 13:16:24.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,Office Brush,FALSE,FALSE,TRUE,28395,22020,good,22,28395,28414,Ryan Howard
151536,2023-07-06 19:41:02.000000,2023-07-06 19:41:02.000000,closed,2023-07-06 21:14:38.001000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,task,end-user,Think Ink,TRUE,FALSE,FALSE,0,93,good,93.6,0,93,Jim Halpert
151533,2023-07-06 19:29:13.000000,2023-07-06 19:29:13.000000,closed,2023-07-10 22:28:07.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,end-user,Active Body,FALSE,FALSE,TRUE,5835,4748,good,106.4166667,5835,5939,Erin Hannon (Kelly Erin Hannon)
151532,2023-07-06 19:27:49.000000,2023-07-06 19:27:49.000000,closed,2023-07-12 16:53:39.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,problem,end-user,Sky Tours,FALSE,FALSE,TRUE,8368,348,good,140.7,8368,8486,Kevin Malone
151519,2023-07-06 18:20:54.000000,2023-07-06 18:20:54.000000,closed,2023-07-10 22:54:06.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,task,end-user,Active Body,FALSE,FALSE,TRUE,6031,4212,bad,44.91666667,6031,6034,Kelly Kapoor
151516,2023-07-06 18:01:20.000000,2023-07-06 18:01:20.000000,closed,2023-07-14 18:14:52.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,problem,end-user,Office Tile,FALSE,FALSE,TRUE,11407,1771,bad,126.9,11407,11533,Kelly Kapoor
151498,2023-07-06 17:13:01.000000,2023-07-06 17:13:01.000000,closed,2023-07-21 20:37:04.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,task,end-user,Trendy Scissor,FALSE,FALSE,TRUE,21792,20674,bad,12.73333333,21792,21804,Darryl Philbin
151489,2023-07-06 16:41:31.000000,2023-07-06 16:41:31.000000,closed,2023-07-13 18:01:25.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,question,end-user,The Loop,FALSE,TRUE,FALSE,10108,66,bad,52.16666667,10108,10160,Dwight Schrute
151485,2023-07-06 16:24:22.000000,2023-07-06 16:24:22.000000,closed,2023-07-11 14:11:32.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,normal,problem,end-user,Gawk Beauty,FALSE,FALSE,TRUE,7064,264,bad,111.0833333,7064,7067,Angela Martin
151479,2023-07-06 15:46:00.000000,2023-07-06 15:46:00.000000,closed,2023-07-10 15:13:57.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,problem,end-user,Art Fade,FALSE,FALSE,TRUE,5716,91,good,89.26666667,5716,5727,Toby Flenderson
151478,2023-07-06 15:45:18.000000,2023-07-06 15:45:18.000000,closed,2023-07-13 19:53:44.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,My Vegetarian Dinner,FALSE,FALSE,TRUE,19806,5956,good,141.0833333,19806,19936,Karen Filippelli
151473,2023-07-06 15:34:51.000000,2023-07-06 15:34:51.000000,closed,2023-07-10 06:09:12.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,Urban Philosophy,TRUE,FALSE,FALSE,5193,340,bad,339.9666667,5193,5195,Ryan Howard
151470,2023-07-06 15:31:14.000000,2023-07-06 15:31:14.000000,closed,2023-07-17 06:10:46.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,incident,end-user,Zip Ride,FALSE,FALSE,TRUE,15271,604,bad,128.6333333,15271,15279,Angela Martin
151460,2023-07-06 15:01:32.000000,2023-07-06 15:01:32.000000,closed,2023-07-10 12:49:46.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,Gourmet Sandwich,FALSE,FALSE,TRUE,5627,3513,good,30.03333333,5627,5628,Kevin Malone
151456,2023-07-06 14:58:32.000000,2023-07-06 14:58:32.000000,closed,2023-07-10 15:32:33.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,question,end-user,The Loop,FALSE,FALSE,TRUE,5786,1029,bad,357.9,5786,5794,Erin Hannon (Kelly Erin Hannon)
151451,2023-07-06 14:48:41.000000,2023-07-06 14:48:41.000000,closed,2023-07-25 11:44:52.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,end-user,Garden Store,FALSE,FALSE,TRUE,26658,6387,bad,576.7,8558,27176,Jim Halpert
151448,2023-07-06 14:46:14.000000,2023-07-06 14:46:14.000000,closed,2023-07-14 21:01:15.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,problem,end-user,Gawk Beauty,FALSE,FALSE,TRUE,11894,716,bad,357.3666667,11894,11895,Creed Bratton
151445,2023-07-06 14:41:38.000000,2023-07-06 14:41:38.000000,closed,2023-07-17 19:04:26.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,task,end-user,Sky Tours,FALSE,FALSE,TRUE,15934,1128,good,168.9666667,15934,16103,Toby Flenderson
151435,2023-07-06 13:54:15.000000,2023-07-06 13:54:15.000000,closed,2023-07-07 08:05:35.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,task,agent,Raven,FALSE,TRUE,FALSE,507,1091,bad,928.2666667,507,1091,Stanley Hudson
151424,2023-07-06 13:13:48.000000,2023-07-06 13:13:48.000000,closed,2023-07-07 12:10:16.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,task,end-user,Gadget Man,TRUE,FALSE,FALSE,1234,143,good,142.9166667,1234,1377,David Wallace
151417,2023-07-06 12:48:57.000000,2023-07-06 12:48:57.000000,closed,2023-07-07 10:26:29.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,question,end-user,Bean Morning,FALSE,FALSE,TRUE,1236,214,bad,61.2,1236,1298,Erin Hannon (Kelly Erin Hannon)
151407,2023-07-06 11:21:24.000000,2023-07-06 11:21:24.000000,closed,2023-07-06 13:28:13.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,incident,end-user,First Step,FALSE,TRUE,FALSE,99,67,good,27.65,99,127,Karen Filippelli
151402,2023-07-06 11:01:57.000000,2023-07-06 11:01:57.000000,closed,2023-07-09 12:01:15.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,problem,end-user,Bloom Marketing,TRUE,FALSE,FALSE,4347,44,good,43.51666667,4347,4380,Kelly Kapoor
151388,2023-07-06 08:55:42.000000,2023-07-06 08:55:42.000000,closed,2023-07-13 11:01:14.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,Jump Room,FALSE,FALSE,TRUE,10149,1465,good,54.16666667,10149,10206,Jim Halpert
151368,2023-07-06 07:27:43.000000,2023-07-06 07:27:43.000000,closed,2023-07-26 21:01:32.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,Urban Philosophy,FALSE,FALSE,TRUE,37768,14680,good,699.0166667,37768,37852,Michael Scott
151367,2023-07-06 06:48:19.000000,2023-07-06 06:48:19.000000,closed,2023-07-07 00:12:49.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,end-user,Office Brush,TRUE,FALSE,FALSE,949,621,good,620.8,949,1044,Kelly Kapoor
151352,2023-07-06 03:01:12.000000,2023-07-06 03:01:12.000000,solved,2023-08-09 09:01:16.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,end-user,First Step,FALSE,FALSE,TRUE,49302,32215,bad,70.43333333,49302,49320,Jan Levinson
151331,2023-07-05 21:39:08.000000,2023-07-05 21:39:08.000000,closed,2023-07-09 03:01:15.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,problem,end-user,Bloom Marketing,TRUE,FALSE,FALSE,4531,313,good,312.9166667,4531,4642,Ryan Howard
151325,2023-07-05 21:16:51.000000,2023-07-05 21:16:51.000000,closed,2023-07-11 22:50:53.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,problem,end-user,Gadget Man,FALSE,TRUE,FALSE,8597,2344,bad,321.7666667,8597,8734,Kelly Kapoor
151312,2023-07-05 20:20:28.000000,2023-07-05 20:20:28.000000,closed,2023-07-07 16:48:52.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,incident,end-user,The Interactive College,FALSE,FALSE,TRUE,2591,2212,good,76.66666667,2591,2668,Kevin Malone
151310,2023-07-05 20:05:24.000000,2023-07-05 20:05:24.000000,closed,2023-07-06 14:27:39.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,problem,end-user,The Spice Route,FALSE,TRUE,FALSE,378,791,good,782.8,378,1102,David Wallace
151308,2023-07-05 20:04:31.000000,2023-07-05 20:04:31.000000,closed,2023-07-10 12:55:34.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,question,end-user,The Crunchy Croissant,FALSE,TRUE,FALSE,6631,5574,bad,158.2166667,6631,6771,Darryl Philbin
151294,2023-07-05 19:13:38.000000,2023-07-05 19:13:38.000000,closed,2023-07-17 21:01:35.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,task,end-user,Brunchies,FALSE,FALSE,TRUE,17349,2128,good,38.45,17349,17388,Karen Filippelli
151288,2023-07-05 18:53:13.000000,2023-07-05 18:53:13.000000,closed,2023-07-11 05:03:31.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,Evergrow,FALSE,FALSE,TRUE,7414,2748,bad,399.7333333,7414,7810,Toby Flenderson
151279,2023-07-05 18:25:03.000000,2023-07-05 18:25:03.000000,closed,2023-07-14 08:01:14.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,Bean Morning,FALSE,FALSE,TRUE,12023,1652,good,721.55,12023,12336,Jan Levinson
151277,2023-07-05 18:24:09.000000,2023-07-05 18:24:09.000000,closed,2023-07-05 21:08:19.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,problem,end-user,My Vegetarian Dinner,TRUE,FALSE,FALSE,163,112,good,112.45,163,164,Karen Filippelli
151265,2023-07-05 17:33:32.000000,2023-07-05 17:33:32.000000,closed,2023-07-05 17:58:16.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,task,end-user,Office Tile,TRUE,FALSE,FALSE,20,5,bad,5.4,19,25,David Wallace
151250,2023-07-05 16:25:45.000000,2023-07-05 16:25:45.000000,closed,2023-07-06 07:49:17.001000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,problem,end-user,Coal Kings,FALSE,FALSE,TRUE,910,888,bad,34.23333333,0,924,Andy Bernard
151243,2023-07-05 16:09:43.000000,2023-07-05 16:09:43.000000,hold,2023-08-02 23:01:30.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,incident,end-user,My Vegetarian Dinner,FALSE,FALSE,FALSE,,34006,,204.4333333,,40732,Pam Beesly (later Pam Halpert)
151206,2023-07-05 14:16:45.000000,2023-07-05 14:16:45.000000,closed,2023-07-19 22:28:08.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,Jump Room,FALSE,FALSE,TRUE,20577,15758,bad,74.8,20577,20652,Oscar Martinez
151183,2023-07-05 13:13:47.000000,2023-07-05 13:13:47.000000,closed,2023-07-06 08:41:38.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,Office Tile,FALSE,TRUE,FALSE,1136,394,good,385.6,1136,1168,Andy Bernard
151180,2023-07-05 13:07:21.000000,2023-07-05 13:07:21.000000,closed,2023-07-06 12:14:27.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,problem,agent,Clean Scissor,FALSE,TRUE,FALSE,1387,6,bad,63.55,1387,1387,Oscar Martinez
151174,2023-07-05 12:43:29.000000,2023-07-05 12:43:29.000000,closed,2023-07-10 19:58:19.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,Evergrow,FALSE,FALSE,TRUE,7305,3940,good,216.0166667,7305,7635,Erin Hannon (Kelly Erin Hannon)
151171,2023-07-05 12:33:31.000000,2023-07-05 12:33:31.000000,closed,2023-07-08 14:01:41.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,question,end-user,The Zone,FALSE,FALSE,TRUE,4403,71,good,70.93333333,4403,4408,Stanley Hudson
151168,2023-07-05 12:17:18.000000,2023-07-05 12:17:18.000000,closed,2023-07-10 10:55:54.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,Bloom Marketing,FALSE,FALSE,TRUE,7112,1422,good,374.2833333,7112,7118,Phyllis Vance
151165,2023-07-05 11:56:27.000000,2023-07-05 11:56:27.000000,closed,2023-07-20 16:01:24.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,task,end-user,Clean Scissor,FALSE,FALSE,TRUE,21843,6836,bad,125.35,11581,21845,Holly Flax
151162,2023-07-05 11:30:36.000000,2023-07-05 11:30:36.000000,closed,2023-07-10 15:31:15.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,Office Brush,FALSE,FALSE,TRUE,7439,2779,good,18.06666667,7439,7441,Angela Martin
151152,2023-07-05 09:55:30.000000,2023-07-05 09:55:30.000000,closed,2023-07-12 11:13:25.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,Brunchies,FALSE,FALSE,TRUE,18949,3847,bad,27.81666667,18949,18971,Andy Bernard
151145,2023-07-05 08:38:11.000000,2023-07-05 08:38:11.000000,closed,2023-07-06 15:27:42.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,Office Tile,FALSE,FALSE,TRUE,8557,4191,bad,276.7833333,8557,8624,Darryl Philbin
151133,2023-07-05 07:41:48.000000,2023-07-05 07:41:48.000000,closed,2023-07-12 09:01:13.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,Art Fade,TRUE,FALSE,FALSE,10157,27,bad,26.25,10157,10160,Meredith Palmer
151098,2023-07-05 01:01:14.000000,2023-07-05 01:01:14.000000,closed,2023-07-09 05:01:14.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,House Brush,FALSE,FALSE,TRUE,5980,1678,bad,22.15,5980,6000,Kelly Kapoor
151095,2023-07-04 23:51:47.000000,2023-07-04 23:51:47.000000,closed,2023-07-05 01:59:08.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,problem,end-user,The Loop,TRUE,FALSE,FALSE,112,128,bad,127.35,112,128,Ryan Howard
151090,2023-07-04 22:30:55.000000,2023-07-04 22:30:55.000000,closed,2023-07-05 23:45:22.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,Fix Guru,FALSE,FALSE,TRUE,1446,569,bad,90.43333333,1446,1515,Dwight Schrute
151089,2023-07-04 22:30:35.000000,2023-07-04 22:30:35.000000,closed,2023-07-14 04:01:26.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,Service Scientist,FALSE,FALSE,TRUE,13222,721,bad,256.6833333,13222,13291,Ryan Howard
151080,2023-07-04 19:00:45.000000,2023-07-04 19:00:45.000000,closed,2023-07-06 12:47:28.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,low,problem,end-user,Gadget Man,FALSE,FALSE,TRUE,2506,1017,good,22.53333333,2506,2507,Roy Anderson
151076,2023-07-04 18:01:25.000000,2023-07-04 18:01:25.000000,closed,2023-07-07 13:58:32.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,Clean Scissor,FALSE,FALSE,TRUE,4075,970,good,79.18333333,4074,4077,Phyllis Vance
151055,2023-07-04 14:49:31.000000,2023-07-04 14:49:31.000000,closed,2023-07-05 10:12:56.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,incident,end-user,Office Tile,FALSE,FALSE,TRUE,1162,261,good,119.7333333,1162,1163,Jim Halpert
151046,2023-07-04 13:39:09.000000,2023-07-04 13:39:09.000000,closed,2023-07-10 16:32:10.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,problem,end-user,Hospital Tutor,FALSE,FALSE,TRUE,8805,64,good,64.28333333,473,8813,Dwight Schrute
151041,2023-07-04 13:27:55.000000,2023-07-04 13:27:55.000000,closed,2023-07-04 13:27:55.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,Evergrow,FALSE,TRUE,FALSE,1753,1751,bad,1.65,1753,1753,Kevin Malone
151031,2023-07-04 12:46:28.000000,2023-07-04 12:46:28.000000,closed,2023-07-11 14:01:48.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,end-user,Garden Glow,FALSE,TRUE,FALSE,10154,44,bad,43.53333333,10154,10155,Toby Flenderson
151029,2023-07-04 11:59:45.000000,2023-07-04 11:59:45.000000,closed,2023-07-07 13:02:05.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,agent,Art Fade,FALSE,FALSE,TRUE,4379,970,good,0.08333333333,4379,4383,Kelly Kapoor
151023,2023-07-04 11:28:51.000000,2023-07-04 11:28:51.000000,closed,2023-07-07 06:32:54.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,task,end-user,Jump Room,FALSE,FALSE,TRUE,4007,1893,bad,403.8166667,4007,4024,Phyllis Vance
151016,2023-07-04 10:49:42.000000,2023-07-04 10:49:42.000000,closed,2023-07-07 11:37:45.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,incident,end-user,Service Scientist,FALSE,TRUE,FALSE,4339,472,good,165.2333333,4339,4368,Meredith Palmer
151013,2023-07-04 10:41:45.000000,2023-07-04 10:41:45.000000,closed,2023-07-10 09:12:54.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,The Fresh Breakfast,FALSE,TRUE,FALSE,8544,49,bad,49.1,8544,8551,Roy Anderson
151008,2023-07-04 09:57:13.000000,2023-07-04 09:57:13.000000,closed,2023-07-05 16:47:11.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,Easy Wings,FALSE,TRUE,FALSE,1832,26,bad,26.15,1832,1850,Holly Flax
151005,2023-07-04 09:30:43.000000,2023-07-04 09:30:43.000000,closed,2023-07-05 18:42:39.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,The Glow Up,FALSE,FALSE,TRUE,1986,130,bad,25.81666667,1986,1992,Angela Martin
150997,2023-07-04 09:00:32.000000,2023-07-04 09:00:32.000000,closed,2023-07-07 18:31:58.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,normal,question,end-user,Garden Glow,FALSE,FALSE,TRUE,4855,3862,bad,53.96666667,4855,4891,Holly Flax
150995,2023-07-04 08:58:04.000000,2023-07-04 08:58:04.000000,closed,2023-07-05 13:48:46.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,problem,end-user,The Auto DNA,FALSE,FALSE,TRUE,1729,388,bad,128.6,1729,1730,Karen Filippelli
150991,2023-07-04 08:35:55.000000,2023-07-04 08:35:55.000000,closed,2023-07-05 11:46:32.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,question,end-user,Puff Lounge,FALSE,FALSE,TRUE,1623,564,good,265.6666667,1623,1631,Darryl Philbin
150985,2023-07-04 07:46:24.000000,2023-07-04 07:46:24.000000,closed,2023-07-07 09:01:18.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,question,end-user,Garden Store,TRUE,FALSE,FALSE,4386,15,good,15.23333333,4386,4395,Oscar Martinez
150977,2023-07-04 07:10:14.000000,2023-07-04 07:10:14.000000,closed,2023-07-04 08:01:24.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,question,end-user,Brew Bean,TRUE,FALSE,FALSE,6,51,good,51.16666667,6,51,Darryl Philbin
150952,2023-07-04 01:50:04.000000,2023-07-04 01:50:04.000000,closed,2023-07-07 09:16:10.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,question,end-user,Puff Lounge,FALSE,FALSE,TRUE,4730,4766,good,357.1333333,4730,4766,Ryan Howard
150943,2023-07-03 22:57:35.000000,2023-07-03 22:57:35.000000,closed,2023-07-11 02:01:14.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,task,end-user,Wood Works,FALSE,FALSE,TRUE,30667,4470,bad,128.0166667,30667,30724,Jim Halpert
150940,2023-07-03 21:30:42.000000,2023-07-03 21:30:42.000000,closed,2023-07-05 21:27:50.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,high,problem,end-user,Ready Continental,FALSE,FALSE,TRUE,2868,151,bad,12.25,2868,2877,Kelly Kapoor
150930,2023-07-03 20:10:16.000000,2023-07-03 20:10:16.000000,closed,2023-07-06 21:52:00.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,question,end-user,Gourmet Sandwich,FALSE,FALSE,TRUE,4419,1457,bad,45.85,4419,4422,Michael Scott
150919,2023-07-03 18:02:37.000000,2023-07-03 18:02:37.000000,closed,2023-07-23 08:01:16.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,problem,end-user,Ready Continental,FALSE,FALSE,TRUE,27916,15629,good,83.45,27916,28199,Pam Beesly (later Pam Halpert)
150911,2023-07-03 16:55:15.000000,2023-07-03 16:55:15.000000,closed,2023-07-06 23:41:59.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,problem,end-user,Raven,FALSE,FALSE,TRUE,4299,1719,good,469.2333333,4299,4726,Kelly Kapoor
150897,2023-07-03 16:11:14.000000,2023-07-03 16:11:14.000000,closed,2023-07-06 21:01:21.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,incident,end-user,Art Fade,FALSE,TRUE,FALSE,4435,175,bad,175.55,4435,4610,Oscar Martinez
150866,2023-07-03 13:16:12.000000,2023-07-03 13:16:12.000000,closed,2023-07-04 11:32:42.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,high,problem,end-user,Garden Store,FALSE,TRUE,FALSE,1311,246,good,73.58333333,1311,1336,Dwight Schrute
150855,2023-07-03 11:43:17.000000,2023-07-03 11:43:17.000000,closed,2023-07-05 20:04:37.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,normal,incident,end-user,Service Scientist,FALSE,FALSE,TRUE,3031,836,good,380.5166667,3031,3381,Andy Bernard
150852,2023-07-03 11:30:33.000000,2023-07-03 11:30:33.000000,closed,2023-07-06 12:15:30.000000,Dunder Mifflin Support,direct,Kelly Kapoor Support Form,DM Paper Inventory,high,incident,end-user,Evergrow,FALSE,TRUE,FALSE,4357,71,good,43.38333333,4357,4365,Darryl Philbin
150845,2023-07-03 10:02:24.000000,2023-07-03 10:02:24.000000,solved,2023-08-08 14:01:30.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,task,end-user,Life By Milkshake,FALSE,FALSE,TRUE,52075,18506,good,307.1333333,52075,52079,Kevin Malone
150843,2023-07-03 10:00:00.000000,2023-07-03 10:00:00.000000,closed,2023-07-04 07:33:54.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,question,end-user,Gawk Beauty,TRUE,FALSE,FALSE,1290,390,bad,390.3,1290,1293,Phyllis Vance
150842,2023-07-03 09:50:56.000000,2023-07-03 09:50:56.000000,closed,2023-07-07 19:01:38.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,My Plumber,FALSE,FALSE,TRUE,22749,1692,bad,505.05,7003,23162,Michael Scott
150841,2023-07-03 09:50:54.000000,2023-07-03 09:50:54.000000,closed,2023-07-05 10:39:23.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,low,problem,end-user,Coal Kings,FALSE,FALSE,TRUE,2820,822,good,211.0666667,2820,2929,Holly Flax
150836,2023-07-03 09:22:37.000000,2023-07-03 09:22:37.000000,closed,2023-07-21 13:49:39.000000,Dunder Mifflin Support,dunder mifflin infinity,Kelly Kapoor Support Form,DM Paper Inventory,urgent,task,end-user,Garden Store,FALSE,FALSE,TRUE,26158,25946,good,150.3166667,26158,26187,David Wallace
